onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
11.475	12	fingerspelling	1	2	7	457504	468979	n/a
41.964	12	fingerspelling	2	2	6	457504	499468	n/a
102.977	12	fingerspelling	4	2	6	457504	560481	n/a
220.481	12	fingerspelling	8	2	5	457504	677985	n/a
337.468	12	fingerspelling	12	2	5	457504	794972	n/a
367.473	12	fingerspelling	13	2	7	457504	824977	n/a
425.967	12	fingerspelling	15	2	4	457504	883471	n/a
453.971	12	fingerspelling	16	2	4	457504	911475	n/a
71.47	12	letter	3	1	7	457504	n/a	528974
132.465	12	letter	5	1	7	457504	n/a	589969
162.037	12	letter	6	1	4	457504	n/a	619541
190.492	12	letter	7	1	5	457504	n/a	647996
248.969	12	letter	9	1	6	457504	n/a	706473
278.024	12	letter	10	1	4	457504	n/a	735528
306.978	12	letter	11	1	6	457504	n/a	764482
396.495	12	letter	14	1	5	457504	n/a	853999
