onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
9.579	12	fingerspelling	1	2	5	30374	39954	n/a
38.068	12	fingerspelling	3	2	5	30374	97947	n/a
126.083	12	fingerspelling	4	2	4	30374	126453	n/a
156.572	12	fingerspelling	5	2	7	30374	155941	n/a
187.076	12	fingerspelling	6	2	6	30374	186446	n/a
246.57	12	fingerspelling	12	2	7	30374	361944	n/a
334.068	12	fingerspelling	14	2	4	30374	422453	n/a
423.583	12	fingerspelling	15	2	6	30374	451442	n/a
66.007	12	letter	2	1	5	30374	n/a	68842
95.412	12	letter	7	1	6	30374	n/a	216318
216.948	12	letter	8	1	4	30374	n/a	245373
275.941	12	letter	9	1	5	30374	n/a	273845
305.48	12	letter	10	1	6	30374	n/a	303317
362.474	12	letter	11	1	4	30374	n/a	332372
392.412	12	letter	13	1	7	30374	n/a	392782
453.005	12	letter	16	1	7	30374	n/a	481780
