onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
11.479	12	fingerspelling	1	2	7	35903	47382	n/a
154.971	12	fingerspelling	6	2	4	35903	190874	n/a
245.468	12	fingerspelling	9	2	7	35903	281371	n/a
306.477	12	fingerspelling	11	2	5	35903	342380	n/a
335.982	12	fingerspelling	12	2	6	35903	371885	n/a
365.47	12	fingerspelling	13	2	5	35903	401373	n/a
393.976	12	fingerspelling	14	2	4	35903	429879	n/a
422.981	12	fingerspelling	15	2	6	35903	458884	n/a
40.484	12	letter	2	1	5	35903	n/a	76387
69.023	12	letter	3	1	4	35903	n/a	104926
97.028	12	letter	4	1	4	35903	n/a	132931
125.483	12	letter	5	1	5	35903	n/a	161386
182.977	12	letter	7	1	6	35903	n/a	218880
213.481	12	letter	8	1	7	35903	n/a	249384
275.473	12	letter	10	1	7	35903	n/a	311376
451.969	12	letter	16	1	6	35903	n/a	487872
