onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
10.979	12	fingerspelling	1	2	6	33079	44058	n/a
71.488	12	fingerspelling	3	2	7	33079	104567	n/a
159.986	12	fingerspelling	6	2	6	33079	193065	n/a
217.98	12	fingerspelling	8	2	4	33079	251059	n/a
334.483	12	fingerspelling	12	2	5	33079	367562	n/a
362.988	12	fingerspelling	13	2	4	33079	396067	n/a
392.476	12	fingerspelling	14	2	7	33079	425555	n/a
453.485	12	fingerspelling	16	2	5	33079	486564	n/a
39.984	12	letter	2	1	6	33079	n/a	73063
100.027	12	letter	4	1	4	33079	n/a	133106
128.982	12	letter	5	1	6	33079	n/a	162061
188.491	12	letter	7	1	5	33079	n/a	221570
245.035	12	letter	9	1	4	33079	n/a	278114
274.474	12	letter	10	1	7	33079	n/a	307553
304.495	12	letter	11	1	5	33079	n/a	337574
422.481	12	letter	15	1	7	33079	n/a	455560
