onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
10.979	12	fingerspelling	1	2	6	54401	65380	n/a
100.477	12	fingerspelling	4	2	7	54401	154878	n/a
189.974	12	fingerspelling	7	2	4	54401	244375	n/a
219.479	12	fingerspelling	8	2	7	54401	273880	n/a
249.983	12	fingerspelling	9	2	6	54401	304384	n/a
368.486	12	fingerspelling	13	2	5	54401	422887	n/a
424.98	12	fingerspelling	15	2	4	54401	479381	n/a
453.485	12	fingerspelling	16	2	5	54401	507886	n/a
39.984	12	letter	2	1	6	54401	n/a	94385
69.489	12	letter	3	1	5	54401	n/a	123890
130.481	12	letter	5	1	7	54401	n/a	184882
160.503	12	letter	6	1	5	54401	n/a	214904
279.488	12	letter	10	1	7	54401	n/a	333889
309.976	12	letter	11	1	6	54401	n/a	364377
339.031	12	letter	12	1	4	54401	n/a	393432
396.025	12	letter	14	1	4	54401	n/a	450426
