onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
71.478	12	fingerspelling	3	2	5	78391	149869	n/a
246.984	12	fingerspelling	9	2	4	78391	325375	n/a
275.982	12	fingerspelling	10	2	6	78391	354373	n/a
305.481	12	fingerspelling	11	2	5	78391	383872	n/a
335.479	12	fingerspelling	12	2	7	78391	413870	n/a
364.977	12	fingerspelling	13	2	4	78391	443368	n/a
422.473	12	fingerspelling	15	2	7	78391	500864	n/a
452.988	12	fingerspelling	16	2	6	78391	531379	n/a
10.482	12	letter	1	1	7	78391	n/a	88873
40.98	12	letter	2	1	6	78391	n/a	119371
99.493	12	letter	4	1	5	78391	n/a	177884
128.492	12	letter	5	1	5	78391	n/a	206883
158.473	12	letter	6	1	7	78391	n/a	236864
188.988	12	letter	7	1	6	78391	n/a	267379
218.036	12	letter	8	1	4	78391	n/a	296427
392.025	12	letter	14	1	4	78391	n/a	470416
