onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
38.481	12	fingerspelling	2	2	5	70318	108799	n/a
128.476	12	fingerspelling	5	2	5	70318	198794	n/a
157.974	12	fingerspelling	6	2	6	70318	228292	n/a
218.487	12	fingerspelling	8	2	7	70318	288805	n/a
306.481	12	fingerspelling	11	2	7	70318	376799	n/a
364.978	12	fingerspelling	13	2	4	70318	435296	n/a
423.974	12	fingerspelling	15	2	4	70318	494292	n/a
452.972	12	fingerspelling	16	2	6	70318	523290	n/a
9.033	12	letter	1	1	4	70318	n/a	79351
67.479	12	letter	3	1	7	70318	n/a	137797
97.978	12	letter	4	1	6	70318	n/a	168296
186.972	12	letter	7	1	6	70318	n/a	257290
247.502	12	letter	9	1	5	70318	n/a	317820
276.033	12	letter	10	1	4	70318	n/a	346351
335.496	12	letter	12	1	5	70318	n/a	405814
393.476	12	letter	14	1	7	70318	n/a	463794
