onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
69.479	12	fingerspelling	3	2	7	88393	157872	n/a
99.977	12	fingerspelling	4	2	6	88393	188370	n/a
128.975	12	fingerspelling	5	2	4	88393	217368	n/a
158.473	12	fingerspelling	6	2	7	88393	246866	n/a
187.971	12	fingerspelling	7	2	4	88393	276364	n/a
216.47	12	fingerspelling	8	2	5	88393	304863	n/a
306.964	12	fingerspelling	11	2	6	88393	395357	n/a
394.475	12	fingerspelling	14	2	5	88393	482868	n/a
9.482	12	letter	1	1	5	88393	n/a	97875
38.481	12	letter	2	1	5	88393	n/a	126874
245.468	12	letter	9	1	7	88393	n/a	333861
275.966	12	letter	10	1	6	88393	n/a	364359
335.012	12	letter	12	1	4	88393	n/a	423405
363.977	12	letter	13	1	6	88393	n/a	452370
423.473	12	letter	15	1	7	88393	n/a	511866
453.022	12	letter	16	1	4	88393	n/a	541415
