onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
40.463	12	fingerspelling	2	2	5	58958	99421	n/a
69.468	12	fingerspelling	3	2	5	58958	128426	n/a
128.478	12	fingerspelling	5	2	7	58958	187436	n/a
244.964	12	fingerspelling	9	2	4	58958	303922	n/a
273.969	12	fingerspelling	10	2	6	58958	332927	n/a
335.464	12	fingerspelling	12	2	7	58958	394422	n/a
364.969	12	fingerspelling	13	2	4	58958	423927	n/a
393.974	12	fingerspelling	14	2	6	58958	452932	n/a
9.974	12	letter	1	1	6	58958	n/a	68932
97.489	12	letter	4	1	5	58958	n/a	156447
157.967	12	letter	6	1	6	58958	n/a	216925
187.021	12	letter	7	1	4	58958	n/a	245979
215.492	12	letter	8	1	5	58958	n/a	274450
303.474	12	letter	11	1	7	58958	n/a	362432
423.479	12	letter	15	1	7	58958	n/a	482437
453.017	12	letter	16	1	4	58958	n/a	511975
