onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
68.985	12	fingerspelling	3	2	4	1381637	1450622	n/a
98.473	12	fingerspelling	4	2	7	1381637	1480110	n/a
158.484	12	fingerspelling	6	2	5	1381637	1540121	n/a
187.972	12	fingerspelling	7	2	6	1381637	1569609	n/a
273.986	12	fingerspelling	10	2	4	1381637	1655623	n/a
303.474	12	fingerspelling	11	2	7	1381637	1685111	n/a
333.98	12	fingerspelling	12	2	6	1381637	1715617	n/a
453.485	12	fingerspelling	16	2	5	1381637	1835122	n/a
9.024	12	letter	1	1	4	1381637	n/a	1390661
38.479	12	letter	2	1	7	1381637	n/a	1420116
127.978	12	letter	5	1	6	1381637	n/a	1509615
216.493	12	letter	8	1	5	1381637	n/a	1598130
245.031	12	letter	9	1	4	1381637	n/a	1626668
362.484	12	letter	13	1	5	1381637	n/a	1744121
391.973	12	letter	14	1	6	1381637	n/a	1773610
422.478	12	letter	15	1	7	1381637	n/a	1804115
