onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
11.475	12	fingerspelling	1	2	7	41212	52687	n/a
42.481	12	fingerspelling	2	2	7	41212	83693	n/a
100.974	12	fingerspelling	4	2	6	41212	142186	n/a
159.984	12	fingerspelling	6	2	4	41212	201196	n/a
217.977	12	fingerspelling	8	2	6	41212	259189	n/a
246.982	12	fingerspelling	9	2	4	41212	288194	n/a
365.469	12	fingerspelling	13	2	5	41212	406681	n/a
453.484	12	fingerspelling	16	2	5	41212	494696	n/a
71.019	12	letter	3	1	4	41212	n/a	112231
129.979	12	letter	5	1	6	41212	n/a	171191
187.488	12	letter	7	1	5	41212	n/a	228700
274.018	12	letter	10	1	4	41212	n/a	315230
303.473	12	letter	11	1	7	41212	n/a	344685
334.48	12	letter	12	1	7	41212	n/a	375692
393.49	12	letter	14	1	5	41212	n/a	434702
422.978	12	letter	15	1	6	41212	n/a	464190
