onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
10.975	12	fingerspelling	1	2	6	14886	25861	n/a
70.469	12	fingerspelling	3	2	7	14886	85355	n/a
129.479	12	fingerspelling	5	2	7	14886	144365	n/a
220.479	12	fingerspelling	8	2	5	14886	235365	n/a
248.967	12	fingerspelling	9	2	4	14886	263853	n/a
335.981	12	fingerspelling	12	2	4	14886	350867	n/a
364.469	12	fingerspelling	13	2	5	14886	379355	n/a
452.967	12	fingerspelling	16	2	6	14886	467853	n/a
39.496	12	letter	2	1	5	14886	n/a	54382
99.023	12	letter	4	1	4	14886	n/a	113909
158.967	12	letter	6	1	6	14886	n/a	173853
189.473	12	letter	7	1	7	14886	n/a	204359
277.471	12	letter	10	1	7	14886	n/a	292357
307.026	12	letter	11	1	4	14886	n/a	321912
392.489	12	letter	14	1	5	14886	n/a	407375
421.978	12	letter	15	1	6	14886	n/a	436864
