onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
130.081	12	fingerspelling	5	2	4	32139	162220	n/a
188.075	12	fingerspelling	7	2	6	32139	220214	n/a
218.579	12	fingerspelling	8	2	7	32139	250718	n/a
249.084	12	fingerspelling	9	2	6	32139	281223	n/a
306.577	12	fingerspelling	11	2	5	32139	338716	n/a
335.582	12	fingerspelling	12	2	5	32139	367721	n/a
364.088	12	fingerspelling	13	2	4	32139	396227	n/a
421.581	12	fingerspelling	15	2	7	32139	453720	n/a
10.413	12	letter	1	1	7	32139	n/a	42552
40.484	12	letter	2	1	5	32139	n/a	72623
70.405	12	letter	3	1	7	32139	n/a	102544
100.943	12	letter	4	1	6	32139	n/a	133082
158.47	12	letter	6	1	5	32139	n/a	190609
278.005	12	letter	10	1	4	32139	n/a	310144
392.01	12	letter	14	1	4	32139	n/a	424149
451.952	12	letter	16	1	6	32139	n/a	484091
