onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
11.466	12	fingerspelling	1	2	7	45717	57183	n/a
102.961	12	fingerspelling	4	2	6	45717	148678	n/a
163.474	12	fingerspelling	6	2	5	45717	209191	n/a
278.968	12	fingerspelling	10	2	6	45717	324685	n/a
365.963	12	fingerspelling	13	2	4	45717	411680	n/a
395.461	12	fingerspelling	14	2	7	45717	441178	n/a
424.976	12	fingerspelling	15	2	4	45717	470693	n/a
453.474	12	fingerspelling	16	2	5	45717	499191	n/a
41.465	12	letter	2	1	7	45717	n/a	87182
71.963	12	letter	3	1	6	45717	n/a	117680
132.476	12	letter	5	1	7	45717	n/a	178193
191.489	12	letter	7	1	5	45717	n/a	237206
220.021	12	letter	8	1	4	45717	n/a	265738
248.486	12	letter	9	1	5	45717	n/a	294203
307.016	12	letter	11	1	4	45717	n/a	352733
335.965	12	letter	12	1	6	45717	n/a	381682
