onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
68.48	12	fingerspelling	3	2	5	45450	113930	n/a
97.978	12	fingerspelling	4	2	6	45450	143428	n/a
188.473	12	fingerspelling	7	2	7	45450	233923	n/a
217.971	12	fingerspelling	8	2	4	45450	263421	n/a
304.983	12	fingerspelling	11	2	6	45450	350433	n/a
393.978	12	fingerspelling	14	2	4	45450	439428	n/a
423.476	12	fingerspelling	15	2	7	45450	468926	n/a
453.474	12	fingerspelling	16	2	5	45450	498924	n/a
9.983	12	letter	1	1	6	45450	n/a	55433
39.031	12	letter	2	1	4	45450	n/a	84481
127.476	12	letter	5	1	7	45450	n/a	172926
157.491	12	letter	6	1	5	45450	n/a	202941
245.97	12	letter	9	1	6	45450	n/a	291420
275.018	12	letter	10	1	4	45450	n/a	320468
333.498	12	letter	12	1	5	45450	n/a	378948
363.48	12	letter	13	1	7	45450	n/a	408930
