onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
42.481	12	fingerspelling	2	2	7	792645	835126	n/a
72.969	12	fingerspelling	3	2	6	792645	865614	n/a
102.474	12	fingerspelling	4	2	5	792645	895119	n/a
160.967	12	fingerspelling	6	2	4	792645	953612	n/a
248.98	12	fingerspelling	9	2	6	792645	1041625	n/a
362.979	12	fingerspelling	13	2	4	792645	1155624	n/a
391.467	12	fingerspelling	14	2	5	792645	1184112	n/a
452.478	12	fingerspelling	16	2	7	792645	1245123	n/a
10.474	12	letter	1	1	7	792645	n/a	803119
130.978	12	letter	5	1	6	792645	n/a	923623
188.97	12	letter	7	1	6	792645	n/a	981615
218.493	12	letter	8	1	5	792645	n/a	1011138
277.017	12	letter	10	1	4	792645	n/a	1069662
305.488	12	letter	11	1	5	792645	n/a	1098133
334.025	12	letter	12	1	4	792645	n/a	1126670
420.471	12	letter	15	1	7	792645	n/a	1213116
