onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
10.474	12	fingerspelling	1	2	5	33730	44204	n/a
131.48	12	fingerspelling	5	2	7	33730	165210	n/a
160.985	12	fingerspelling	6	2	4	33730	194715	n/a
276.986	12	fingerspelling	10	2	6	33730	310716	n/a
306.474	12	fingerspelling	11	2	5	33730	340204	n/a
366.485	12	fingerspelling	13	2	7	33730	400215	n/a
396.974	12	fingerspelling	14	2	6	33730	430704	n/a
425.979	12	fingerspelling	15	2	4	33730	459709	n/a
39.479	12	letter	2	1	7	33730	n/a	73209
69.501	12	letter	3	1	5	33730	n/a	103231
99.473	12	letter	4	1	7	33730	n/a	133203
188.972	12	letter	7	1	6	33730	n/a	222702
218.493	12	letter	8	1	5	33730	n/a	252223
247.031	12	letter	9	1	4	33730	n/a	280761
334.979	12	letter	12	1	6	33730	n/a	368709
453.032	12	letter	16	1	4	33730	n/a	486762
