onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
10.979	12	fingerspelling	1	2	6	65868	76847	n/a
125.982	12	fingerspelling	5	2	4	65868	191850	n/a
186.475	12	fingerspelling	7	2	7	65868	252343	n/a
216.479	12	fingerspelling	8	2	5	65868	282347	n/a
275.972	12	fingerspelling	10	2	4	65868	341840	n/a
304.477	12	fingerspelling	11	2	5	65868	370345	n/a
362.47	12	fingerspelling	13	2	7	65868	428338	n/a
392.974	12	fingerspelling	14	2	6	65868	458842	n/a
39.484	12	letter	2	1	5	65868	n/a	105352
68.489	12	letter	3	1	5	65868	n/a	134357
97.027	12	letter	4	1	4	65868	n/a	162895
154.471	12	letter	6	1	7	65868	n/a	220339
245.484	12	letter	9	1	7	65868	n/a	311352
332.032	12	letter	12	1	4	65868	n/a	397900
421.979	12	letter	15	1	6	65868	n/a	487847
451.984	12	letter	16	1	6	65868	n/a	517852
