onset	duration	trial_type	Trial	LetterFinger	Number	TextDisplay1.OnsetTime	TextDisplay2.OnsetTime	Interval2.OnsetTime
41.483	12	fingerspelling	2	2	5	93204	134687	n/a
69.988	12	fingerspelling	3	2	4	93204	163192	n/a
99.476	12	fingerspelling	4	2	7	93204	192680	n/a
246.984	12	fingerspelling	9	2	6	93204	340188	n/a
276.489	12	fingerspelling	10	2	5	93204	369693	n/a
336.481	12	fingerspelling	12	2	7	93204	429685	n/a
393.975	12	fingerspelling	14	2	4	93204	487179	n/a
422.98	12	fingerspelling	15	2	6	93204	516184	n/a
10.479	12	letter	1	1	7	93204	n/a	103683
129.481	12	letter	5	1	7	93204	n/a	222685
159.502	12	letter	6	1	5	93204	n/a	252706
188.024	12	letter	7	1	4	93204	n/a	281228
216.496	12	letter	8	1	5	93204	n/a	309700
304.977	12	letter	11	1	6	93204	n/a	398181
365.037	12	letter	13	1	4	93204	n/a	458241
451.985	12	letter	16	1	6	93204	n/a	545189
